Nome do Produto,Complemento da Marca,Princípio Ativo ou Descrição do Medicamento Notificado,Tipo de Regularização,Número da Regularização,Número do Processo,Empresa Detentora da Regularização,Situação da Regularização,Vencimento da Regularização
cloridrato de ondansetrona,,CLORIDRATO DE ONDANSETRONA,REGISTRADO,103110136,25351.868459/2008-16,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA - 01.571.702/0001-98,Ativo,08/2029
nITRATO DE MICONAZOL PÓ,,NITRATO DE MICONAZOL 20 MG/G (PÓ) C,NOTIFICADO,         ,,BELFAR LTDA - 18.324.343/0001-77,Ativo,06/2033
acetilcisteina,,ACETILCISTEÍNA,REGISTRADO,116370073,25351.607313/2007-19,BLAU FARMACÊUTICA S.A. - 58.430.828/0001-60,Ativo,06/2026
fosfato de oseltamivir,,FOSFATO DE OSELTAMIVIR,REGISTRADO,109740381,25351.041259/2025-18,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,06/2035
N?O DECLARADO,,ANTIMONIUM TARTARICUM 5C,NOTIFICADO,         ,,LABORATORIO SIMOES LTDA. - 33.379.884/0001-96,Ativo,03/2028
candesartana cilexetila,,CANDESARTANA CILEXETILA,REGISTRADO,100470476,25351.840159/2008-04,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA - 61.286.647/0001-16,Ativo,05/2035
Uman Albumin,,ALBUMINA HUMANA,REGISTRADO,175770001,25351.115372/2015-12,KEDRION BRASIL LTDA. - 09.284.952/0001-59,Ativo,06/2027
ATENOLOL + CLORTALIDONA,,"ATENOLOL, CLORTALIDONA",REGISTRADO,103920192,25351.811562/2018-60,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA - 30.222.814/0001-31,Ativo,02/2029
MEROPENEM,,meropeném tri-hidratado,REGISTRADO,103700728,25351.001424/2019-51,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,02/2029
ORFADIN,,nitisinona,REGISTRADO,138400003,25351.439741/2020-80,INNOVATIVE MEDICINES BRASIL SP DISTRIBUICAO DE MEDICAMENTOS LTDA - 21.810.980/0001-68,Ativo,07/2032
prednisona,,PREDNISONA,REGISTRADO,183260500,25351.484115/2023-91,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,10/2033
SOLUÇÃO DE IODO 2% NEXTER,,SOLUÇÃO DE IODO 2% C,NOTIFICADO,         ,,FARMAX S.A. - 21.759.758/0001-88,Ativo,10/2034
ARFLEX RETARD,,NIMESULIDA,REGISTRADO,104300041,25351.177429/2011-81,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA - 42.457.796/0001-56,Ativo,05/2029
CARVEDILOL,,CARVEDILOL,REGISTRADO,105730594,25351.693795/2018-74,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,09/2029
Hydraqua,,"SAIS PARA REIDRATAÇÃO ORAL (CLORETO DE SÓDIO 3,5G + CLORETO DE POTÁSSIO 1,5G + CITRATO DE SÓDIO DI-HIDRATADO 2,9G + GLICOSE 20G) C",NOTIFICADO,         ,,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,03/2029
ABC,,CLOTRIMAZOL,REGISTRADO,106890153,25351.141033/2005-72,KLEY HERTZ FARMACEUTICA S.A - 92.695.691/0001-03,Ativo,10/2025
AIRES,,ACETILCISTEÍNA,REGISTRADO,100431437,25351.199014/2022-36,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,06/2032
CALQUENCE COMPRIMIDOS,,MALEATO DE ACALABRUTINIBE MONOIDRATADO,REGISTRADO,116180297,25351.047342/2022-58,ASTRAZENECA DO BRASIL LTDA - 60.318.797/0001-00,Ativo,03/2033
ADNASAL,,"SOLUÇÃO NASAL DE CLORETO DE SÓDIO 0,9% COM CONSERVANTE C",NOTIFICADO,         ,,LABORATORIO TAYUYNA LTDA - 60.879.848/0001-64,Ativo,06/2026
BORTEZOMIBE,,BORTEZOMIBE,REGISTRADO,146820062,25351.725716/2015-26,SUN FARMACÊUTICA DO BRASIL LTDA - 05.035.244/0001-23,Ativo,05/2028
FLEXTOSS,,DROPROPIZINA,REGISTRADO,103700192,25000.006785/96-06,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,05/2027
GENLIBBS,,CLORIDRATO DE GENCITABINA,REGISTRADO,100330146,25351.233268/2007-51,LIBBS FARMACÊUTICA LTDA - 61.230.314/0001-75,Ativo,05/2028
Kisqali,,SUCCINATO DE RIBOCICLIBE,REGISTRADO,100681157,25351.171671/2017-51,NOVARTIS BIOCIENCIAS S.A - 56.994.502/0001-30,Ativo,07/2028
DIPROPIONATO DE BETAMETASONA,,DIPROPIONATO DE BETAMETASONA,REGISTRADO,102350711,25351.151442/2004-04,EMS S/A - 57.507.378/0003-65,Ativo,10/2029
HIDRAPLEX,,"SAIS PARA REIDRATAÇÃO ORAL (CLORETO DE SÓDIO 3,5G + CLORETO DE POTÁSSIO 1,5G + CITRATO DE SÓDIO DI-HIDRATADO 2,9G + GLICOSE 20G) C",NOTIFICADO,         ,,NATULAB LABORATORIO S.A - 02.456.955/0001-83,Ativo,10/2031
cloridrato de midazolam,,CLORIDRATO DE MIDAZOLAM,REGISTRADO,100410212,25351.936311/2020-10,FRESENIUS KABI BRASIL LTDA - 49.324.221/0001-04,Ativo,04/2030
DODOY,,dipirona monoidratada,REGISTRADO,109060089,25351.144920/2016-57,Jarrell Farmacêutica Ltda EPP - 68.240.779/0001-56,Ativo,07/2032
nistatina + óxido de zinco,,"NISTATINA, ÓXIDO DE ZINCO",REGISTRADO,125680140,25351.353848/2005-01,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,05/2026
AMYTRIL,,CLORIDRATO DE AMITRIPTILINA,REGISTRADO,102980364,25351.126499/2007-18,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA. - 44.734.671/0001-51,Ativo,08/2027
bromidrato de galantamina,,BROMIDRATO DE GALANTAMINA,REGISTRADO,106460207,25351.471650/2015-37,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA - 61.282.661/0001-41,Ativo,01/2028
cloridrato de propranolol,,CLORIDRATO DE PROPRANOLOL,REGISTRADO,104810134,25351.186667/2016-15,1FARMA INDUSTRIA FARMACEUTICA LTDA - 48.113.906/0001-49,Ativo,07/2027
GAMUNEX,,IMUNOGLOBULINA HUMANA ,REGISTRADO,136410011,25351.372018/2015-40,GRIFOLS BRASIL LTDA - 02.513.899/0001-71,Ativo,12/2027
PRANOLAL,,CLORIDRATO DE PROPRANOLOL,REGISTRADO,107150076,25001.003922/87,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA - 44.010.437/0001-81,Ativo,11/2029
ATENOLOL,,ATENOLOL,REGISTRADO,183260136,25351.688564/2014-49,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,02/2027
VALSACOR DUO,,"VALSARTANA, BESILATO DE ANLODIPINO",REGISTRADO,167730505,25351.434007/2016-48,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,01/2027
LFM-DAPSONA,,DAPSONA,REGISTRADO,126250048,25000.029777/97-10,LABORATÓRIO FARMACÊUTICO DA MARINHA - 00.394.502/0071-57,Ativo,11/2027
STREPSILS,,FLURBIPROFENO,REGISTRADO,173900003,25351.722189/2009-89,RECKITT BENCKISER (BRASIL) LTDA - 59.557.124/0001-15,Ativo,11/2025
GERIMED,,"BARYTA MURIATICA 6C, CONIUM MACULATUM 6C, LYCOPODIUM CLAVATUM 6C, ACIDUM PHOSPHORICUM 6C",NOTIFICADO,         ,,FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA - 60.862.208/0001-41,Ativo,08/2034
LYRIPATI,,PREGABALINA,REGISTRADO,103700807,25351.033407/2025-21,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,08/2035
cloridrato de trazodona,,CLORIDRATO DE TRAZODONA,REGISTRADO,156510079,25351.000252/2018-17,ZYDUS NIKKHO FARMACÊUTICA LTDA - 05.254.971/0001-81,Ativo,08/2029
Colpadak,,NITRATO DE MICONAZOL 20 MG/G (EMULSÃO DERMATOLÓGICA) C,NOTIFICADO,         ,,BELFAR LTDA - 18.324.343/0001-77,Ativo,03/2034
LOFERT,,"LEVONORGESTREL, ETINILESTRADIOL",REGISTRADO,115600193,25351.158803/2015-98,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,06/2027
NATELE,,"PALMITATO DE RETINOL, COLECALCIFEROL, ACETATO DE TOCOFEROL, ÁCIDO ASCÓRBICO, TIAMINA, RIBOFLAVINA, NICOTINAMIDA, CLORIDRATO DE PIRIDOXINA, ÁCIDO FÓLICO, CIANOCOBALAMINA, FUMARATO FERROSO, ÓXIDO DE ZINCO",REGISTRADO,170560036,25351.092890/2008-84,BAYER S.A. - 18.459.628/0001-15,Ativo,02/2029
VONAUGASMAX,,SIMETICONA 250 MG (CÁPSULA MOLE) C,NOTIFICADO,         ,,BIOLAB SANUS FARMACEUTICA LTDA - 49.475.833/0014-12,Ativo,11/2032
sulfato de hidroxicloroquina,,SULFATO DE HIDROXICLOROQUINA,REGISTRADO,102351269,25351.433030/2017-13,EMS S/A - 57.507.378/0003-65,Ativo,08/2028
celecoxibe,,CELECOXIBE,REGISTRADO,156510078,25351.743320/2013-01,ZYDUS NIKKHO FARMACÊUTICA LTDA - 05.254.971/0001-81,Ativo,08/2029
CRONOBE COMPLEX,,"NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA",REGISTRADO,109740354,25351.097447/2022-58,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,04/2032
haloperidol,,HALOPERIDOL,REGISTRADO,100630303,25351.358444/2024-68,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA - 33.258.401/0001-03,Ativo,09/2034
INDUX,,CITRATO DE CLOMIFENO,REGISTRADO,135690591,25351.670065/2010-84,EMS SIGMA PHARMA LTDA - 00.923.140/0001-31,Ativo,10/2026
tobramicina,,TOBRAMICINA,REGISTRADO,118190421,25351.065482/2022-16,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,03/2028
cloridrato de benazepril,,CLORIDRATO DE BENAZEPRIL,REGISTRADO,109740289,25351.144258/2019-86,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,01/2030
DICLOFENACO POTÁSSICO,,DICLOFENACO POTÁSSICO,REGISTRADO,183260103,25351.679699/2014-51,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,10/2025
D’ORTO,,RISEDRONATO SÓDICO,REGISTRADO,100431288,25351.267869/2017-30,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,12/2029
PROPIOSOL,,PROPIONATO DE CLOBETASOL,REGISTRADO,155840685,25351.407056/2024-18,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,12/2034
nitrato de miconazol,,NITRATO DE MICONAZOL 20 MG/G (CREME DERMATOLÓGICO) C,NOTIFICADO,         ,,CIMED INDUSTRIA S.A - 02.814.497/0002-98,Ativo,11/2034
DROTIZIN,,DICLORIDRATO DE HIDROXIZINA,REGISTRADO,154230162,25351.314522/2009-02,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,08/2035
montelucaste de sódio +   dicloridrato de levocetirizina,,"MONTELUCASTE de SÓDIO, DICLORIDRATO DE LEVOCETIRIZINA",REGISTRADO,110130298,25351.390292/2023-15,GLENMARK FARMACÊUTICA LTDA - 44.363.661/0001-57,Ativo,10/2033
THYROGEN,,alfatirotropina,REGISTRADO,183260330,25351.189441/2019-19,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,04/2030
eno pastilhas mastigáveis menta 750,,CARBONATO DE CÁLCIO 750 MG (COMPRIMIDO MASTIGÁVEL) C,NOTIFICADO,         ,,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA - 30.872.270/0004-04,Ativo,04/2035
NIMSY,,NIMESULIDA,REGISTRADO,177940047,25351.227280/2017-07,MABRA FARMACEUTICA LTDA - 09.545.589/0001-88,Ativo,03/2031
SPIDUFEN LIMÃO COLA,,ibuprofeno arginina,REGISTRADO,100849959,25351.085415/2020-48,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA. - 61.100.004/0001-36,Ativo,10/2032
TORANTE,,HEDERA HELIX L.,REGISTRADO,100431389,25351.160703/2021-70,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,03/2035
meropeném,,meropeném tri-hidratado,REGISTRADO,100630229,25351.601536/2009-81,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA - 33.258.401/0001-03,Ativo,11/2028
cetoconazol - xampu - 20mg/ml,,CETOCONAZOL 20 MG/G (XAMPU) C,NOTIFICADO,         ,,LABORATORIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,09/2034
"CLORETO DE SÓDIO 0,9% GOTAS",,"SOLUÇÃO NASAL DE CLORETO DE SÓDIO 0,9% COM CONSERVANTE C",NOTIFICADO,         ,,AIRELA INDÚSTRIA FARMACÊUTICA LTDA. - 01.858.973/0001-29,Ativo,07/2033
FOR GAS,,SIMETICONA 75 MG/ML (EMULSÃO ORAL) C,NOTIFICADO,         ,,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A - 60.665.981/0001-18,Ativo,06/2033
LANPEXIO,,FENOFIBRATO,REGISTRADO,105530393,25351.441645/2024-25,ABBOTT LABORATÓRIOS DO BRASIL LTDA - 56.998.701/0001-16,Ativo,02/2035
linezolida,,LINEZOLIDA,REGISTRADO,155620048,25351.221994/2017-01,ANTIBIÓTICOS DO BRASIL LTDA - 05.439.635/0001-03,Ativo,07/2027
ZONIDRA,,CLORIDRATO DE DORZOLAMIDA,REGISTRADO,102980592,25351.061026/2021-16,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA. - 44.734.671/0001-51,Ativo,12/2033
DABGAM,,MESILATO DE ETEXILATO DE DABIGATRANA,REGISTRADO,178170974,25351.049365/2023-88,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,09/2034
ENAVO GOTAS,,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,REGISTRADO,102351449,25351.723118/2023-55,EMS S/A - 57.507.378/0003-65,Ativo,
cloridrato de fluoxetina,,CLORIDRATO DE FLUOXETINA,REGISTRADO,105350180,25351.623125/2011-21,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,04/2035
desloratadina,,DESLORATADINA,REGISTRADO,100431266,25351.752946/2015-91,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,03/2029
EVRA,,"ETINILESTRADIOL, NORELGESTROMINA",REGISTRADO,191290002,25351.051711/2022-15,"GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDORA S.A. - 12.134.906/0002-69",Ativo,12/2027
Ibuprofeno,,IBUPROFENO,REGISTRADO,155840040,25351.157322/2005-93,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,10/2025
paracetamol gotas,,PARACETAMOL 200 MG/ML (SOLUÇÃO) C,NOTIFICADO,         ,,BELFAR LTDA - 18.324.343/0001-77,Ativo,01/2033
HIDROCIN,,"CLORIDRATO DE NAFAZOLINA, FOSFATO DISSÓDICO DE DEXAMETASONA, SULFATO DE NEOMICINA",REGISTRADO,105730312,25351.067154/2003-83,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,10/2029
FENOFIBRATO,,FENOFIBRATO,REGISTRADO,104810161,25351.043009/2014-78,1FARMA INDUSTRIA FARMACEUTICA LTDA - 48.113.906/0001-49,Ativo,09/2030
ZINACEF,,CEFUROXIMA SÓDICA,REGISTRADO,100470646,25351.080431/2021-25,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA - 61.286.647/0001-16,Ativo,02/2035
NEXVIAZYME,,ALFA-AVALGLICOSIDASE,REGISTRADO,183260482,25351.006101/2021-78,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,12/2031
simeticona,,SIMETICONA 125 MG (CÁPSULA GELATINOSA MOLE) C,NOTIFICADO,         ,,AIRELA INDÚSTRIA FARMACÊUTICA LTDA. - 01.858.973/0001-29,Ativo,03/2031
cloridrato de lidocaína,,CLORIDRATO DE LIDOCAÍNA MONOIDRATADA ,REGISTRADO,113430102,25351.002899/2003-05,HIPOLABOR FARMACEUTICA LTDA - 19.570.720/0001-10,Ativo,06/2028
cloridrato de propranolol,,CLORIDRATO DE PROPRANOLOL,REGISTRADO,103700379,25351.000763/01-65,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,07/2027
MULTISORO SPRAY,,"SOLUÇÃO NASAL DE CLORETO DE SÓDIO 0,9% COM CONSERVANTE C",NOTIFICADO,         ,,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,06/2033
FARMANGUINHOS - NEVIRAPINA,,NEVIRAPINA,REGISTRADO,110630063,25351.010556/00-56,FUNDAÇÃO OSWALDO CRUZ - 33.781.055/0001-35,Ativo,06/2035
LAMITOR CD,,LAMOTRIGINA,REGISTRADO,105250073,25351.059868/2016-32,TORRENT DO BRASIL LTDA - 33.078.528/0001-32,Ativo,04/2027
RISONATO,,RISEDRONATO SÓDICO,REGISTRADO,102350976,25351.155495/2009-00,EMS S/A - 57.507.378/0003-65,Ativo,10/2029
DELLER,"pvdc, aclar, ACLAR, PVDC",SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,REGISTRADO,105730505,25351.477976/2016-93,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,02/2027
DOLO MOFF,,SULFATO DE MORFINA PENTAIDRATADO,REGISTRADO,104971455,25351.573613/2020-64,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A - 60.665.981/0001-18,Ativo,01/2029
DRAMIN B6 DL,,"DIMENIDRINATO, CLORIDRATO DE PIRIDOXINA, GLICOSE, FRUTOSE",REGISTRADO,178170900,25351.109986/2021-66,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,08/2026
SONRIDOR RAPID FORTE,,PARACETAMOL 500 MG + CAFEÍNA 65 MG (COMPRIMIDO REVESTIDO) C,NOTIFICADO,         ,,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA - 30.872.270/0004-04,Ativo,01/2035
Untral,,BIOTINA,REGISTRADO,105730483,25351.044087/2015-20,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,01/2026
EBYMECT XR,,"DAPAGLIFLOZINA PROPANODIOL MONOIDRATADO, CLORIDRATO DE METFORMINA",REGISTRADO,116180291,25351.626949/2021-18,ASTRAZENECA DO BRASIL LTDA - 60.318.797/0001-00,Ativo,08/2031
GLYXAMBI,,"empagliflozina, linagliptina",REGISTRADO,103670176,25351.005280/2015-92,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA. - 60.831.658/0001-77,Ativo,11/2028
PEMETREXEDE DISSODICO,,pemetrexede dissódico,REGISTRADO,155370033,25351.341391/2012-62,ACCORD FARMACÊUTICA LTDA - 64.171.697/0001-46,Ativo,05/2029
SOLUCAO NASAL DE CLORETO DE SODIO 3%  WASH IN H 3%,,SOLUÇÃO NASAL DE CLORETO DE SÓDIO 3% C,NOTIFICADO,         ,,LABORATORIO TAYUYNA LTDA - 60.879.848/0001-64,Ativo,09/2034
CETOCONAZOL 20 MG/G XAMPU,,CETOCONAZOL 20 MG/G (XAMPU) C,NOTIFICADO,         ,,NATIVITA IND. COM. LTDA. - 65.271.900/0001-19,Ativo,05/2035
celecoxibe,,CELECOXIBE,REGISTRADO,155840588,25351.255803/2019-69,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,07/2030
FUNGISTEN,,CLOTRIMAZOL,REGISTRADO,105350121,25351.012059/01-73,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,01/2027
MONONITRATO DE ISOSSORBIDA,,MONONITRATO DE ISOSSORBIDA,REGISTRADO,109740265,25351.144741/2018-80,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,08/2028
PRONENEN,,POMADA PARA ASSADURA C,NOTIFICADO,         ,,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,06/2026
COMPLEXO HOMEOPATICO CANTHARIS AP Nº16,,"CANTHARIS VESICATORIA 6C, THUYA OCCIDENTALIS 6C",NOTIFICADO,         ,,FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA - 60.862.208/0001-41,Ativo,08/2033
EUCAPROL,EUCAPROL MEL,EUCALYPTUS GLOBULUS LABILL.,REGISTRADO,121070010,25351.193420/2011-46,APIS FLORA INDUSTRIAL  E COMERCIAL LTDA - 49.345.358/0001-45,Ativo,12/2027
ALIVIUM,,IBUPROFENO,REGISTRADO,178170826,25351.316225/2010-31,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,07/2026
carbonato de lítio,,CARBONATO DE LÍTIO,REGISTRADO,100630260,25351.406155/2022-11,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA - 33.258.401/0001-03,Ativo,10/2032
RIVAXA,,RIVAROXABANA,REGISTRADO,100431347,25351.600420/2019-06,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,09/2031
AGRASTAT,,CLORIDRATO DE TIROFIBANA,REGISTRADO,137640120,25351.065824/2009-97,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 02.433.631/0001-20,Ativo,11/2025
CAPTOPRIL,,CAPTOPRIL,REGISTRADO,103700452,25351.043606/2003-31,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,03/2029
carmustina,,CARMUSTINA,REGISTRADO,151430061,25351.726982/2019-22,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA - 03.978.166/0001-75,Ativo,07/2031
CLARITROMICINA,,CLARITROMICINA,REGISTRADO,102350544,25351.021280/01-40,EMS S/A - 57.507.378/0003-65,Ativo,07/2027
Léptico,,LAMOTRIGINA,REGISTRADO,100431059,25351.375743/2009-25,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,03/2027
NISTATINA,,NISTATINA,REGISTRADO,103700482,25351.265645/2005-50,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,09/2035
ALPES XL,,CLORIDRATO DE BUPROPIONA,REGISTRADO,103720305,25351.536038/2020-19,SUPERA FARMA LABORATÓRIOS S.A - 43.312.503/0001-05,Ativo,08/2031
ANFUGITARIN,,NITRATO DE MICONAZOL 20 MG/G (CREME VAGINAL) C,NOTIFICADO,         ,,BLAU FARMACEUTICA S.A. - 58.430.828/0013-01,Ativo,11/2033
CLORIDRATO DE CICLOBENZAPRINA,,CLORIDRATO DE CICLOBENZAPRINA,REGISTRADO,104810108,25351.784820/2015-85,1FARMA INDUSTRIA FARMACEUTICA LTDA - 48.113.906/0001-49,Ativo,02/2026
EKLIRA GENUAIR,,brometo de aclidínio,REGISTRADO,110130301,25351.267838/2024-16,GLENMARK FARMACÊUTICA LTDA - 44.363.661/0001-57,Ativo,05/2029
prednisolona,,"FOSFATO SÓDICO DE PREDNISOLONA, PREDNISOLONA",REGISTRADO,155840631,25351.544442/2022-28,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,06/2032
RANIVISIO,,ranibizumabe,REGISTRADO,133480005,25351.159774/2023-91,BIOMM SA - 04.752.991/0001-10,Ativo,05/2035
topiramato,,TOPIRAMATO,REGISTRADO,110390206,25351.371100/2014-72,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP - 43.640.754/0001-19,Ativo,12/2025
APRACUR,,"MALEATO DE CLORFENIRAMINA, DIPIRONA, ÁCIDO ASCÓRBICO",REGISTRADO,178170774,25351.637602/2009-03,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,02/2029
cloridrato de cinacalcete,,cloridrato de cinacalcete,REGISTRADO,155370125,25351.158999/2023-21,ACCORD FARMACÊUTICA LTDA - 64.171.697/0001-46,Ativo,04/2034
CIFLOXATIL,,cloridrato de ciprofloxacino monoidratado,REGISTRADO,188710009,25351.590987/2020-44,GALLIA INDUSTRIA FARMACEUTICA LTDA - 12.022.755/0001-76,Ativo,10/2027
Clindamin-C,,CLORIDRATO DE CLINDAMICINA monoidratado,REGISTRADO,103700627,25351.747375/2014-91,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,06/2035
Iodopolividona com Tensoativo,,IODOPOLIVIDONA 10% (SOLUÇÃO COM TENSOATIVOS) C,NOTIFICADO,         ,,FARMAX S.A. - 21.759.758/0001-88,Ativo,08/2028
azitromicina di-hidratada,,AZITROMICINA DI-hIDRATADA,REGISTRADO,109650003,25351.877781/2020-26,MANDALA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTO MÉDICO HOSPITALAR LTDA - 09.117.476/0001-81,Ativo,10/2031
TEMBLAR,,CLORIDRATO DE ERLOTINIBE,REGISTRADO,105730059,25351.076201/2021-61,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,08/2033
cloridrato de dexmedetomidina,,CLORIDRATO DE DEXMEDETOMIDINA,REGISTRADO,104971391,25351.690647/2014-99,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A - 60.665.981/0001-18,Ativo,11/2025
TACHOSIL,,"FIBRINOGÊNIO, TROMBINA",REGISTRADO,109650005,25351.711527/2021-47,MANDALA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE PRODUTO MÉDICO HOSPITALAR LTDA - 09.117.476/0001-81,Ativo,12/2029
ECASIL-81,,ACIDO ACETILSALICILICO,REGISTRADO,109740199,25351.045291/2005-29,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,07/2027
HYPOVERIN,,CLORIDRATO DE PAPAVERINA,REGISTRADO,103870032,25000.027297/97-23,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA - 17.174.657/0001-78,Ativo,08/2029
midazolam,,MIDAZOLAM,REGISTRADO,103700636,25351.791485/2011-84,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,07/2035
PASTA D'ÁGUA COM ENXOFRE UNIPHAR,,PASTA DE ÓXIDO DE ZINCO 25% E ENXOFRE 10% C,NOTIFICADO,         ,,J.R.D. INDÚSTRIA FARMACÊUTICA LTDA. - 03.869.526/0001-09,Ativo,12/2024
